review_id,product_id,category,category_label,rating,text,pros,cons,date
5949,1387,cosmetics,Косметика и уход,5,,"Упаковка вроде цела ,все запаенно,хорошо ,но пленка не пойми какая,в чем то высказанная ,это вина упаковщика ,к производителю вопросов нет.",,2026-06-29
5950,1387,cosmetics,Косметика и уход,3,"Первый раз брала крем в такой же баночке,но с другим названием, очень понравился. Этот крем сильно отличается,аромат слабее, с сухой кожей не справляется, впитывается быстро, но оставляет ощущение стянутости, неоднородная конститенция-попадаются маленькие гранулы,как в скрабе.",,,2026-03-13
5951,1387,cosmetics,Косметика и уход,5,"Беру всегда на зиму этот крем. Только он справляется с шелушением и сухостью, хотя лёгкий по консистенции, легко впитывается, жирности после него нет.",,,2026-03-01
5952,1387,cosmetics,Косметика и уход,5,"Текстура приятная,быстро впитывается,легкий приятный запах.","Второй раз заказала. Отличный крем, особенно зимой. Утром и вечером пользуюсь им.Нет проблем с кожей от действия сильного мороза.Проверено.",,2026-01-31
5953,1387,cosmetics,Косметика и уход,5,"Заказывала по морозу, боялась, что перемерзнет и будет расслаиваться. Но нет, структура крема однородная, запах приятный, отлично впитывается, очень нежный крем. Рекомендую.",,,2026-01-09
5954,1388,cosmetics,Косметика и уход,1,,Особо ничего,"Все не так - к сожалению, продавец абсолютно не слышит покупателей. Заказали не совсем такой крем, как нужно было. Буквально через 10 минут создали заявку на возврат - почему-то отказ. И это притом, что на площадке обычно можно вернуть любой товар - все же сложно бывает заказывать в удаленном режиме. Но продавцу не знаком термин ""лояльность"" покупателя и прочие понятия, характеризующие хорошего продавца",2026-07-17
5955,1388,cosmetics,Косметика и уход,5,,"Крем пришёл в другой баночке! Много лет пользуюсь тем кремом! Если крем хоть немного будет другим, то мне он не нужен! Не дай Бог запах ,если ещё будет хоть немного другим, то больше не куплю!",,2025-08-10
5956,1389,cosmetics,Косметика и уход,4,"Сам крем хороший, пользуюсь им давно. Но пришёл почему то в двух пакетах , коробочка до конца не закрыта и слегка мятая, под крышкой почему то нет плёнки, сложилось впечатление, что им пользовались.",,,2026-07-21
5957,1389,cosmetics,Косметика и уход,1,Я пользуюсь этим кремом лет пять. Что могу еще сказать. Этим все сказано. Мне очень нравиться. Но вкусы разные. Хорошо впитывает. Запах приятный. Питательный. 👍🏽,,,2026-06-28
5958,1389,cosmetics,Косметика и уход,5,,"Аккуратно, это не гель, а КРЕМ! Если пересушенная кожа, - самое то. Если есть склонность к жирности, не подойдёт. Пленка может быть. Мне подошло, когда кожа оказалась пересушена.",,2026-06-20
5959,1389,cosmetics,Косметика и уход,3,Сомнения относительно оригинальности. Отсутствует защитная пластинка внутри баночки. Эффекта не наблюдаю. Покупать у этого продавца больше не стану.,Стоимость была приемлемая,,2025-11-05
5960,1389,cosmetics,Косметика и уход,4,"Привыкла к прозрачному , думала что это он , но пришел белый , по качеству вроде норм, но не нравится запах",,Не понравился запах,2025-10-01
5961,1390,cosmetics,Косметика и уход,5,"Кремом уже пользуюсь. Идеально для сухой кожи, быстро впитывается, запах очень приятный. Рекомендую. Спасибо продавцу, Удачи вам и благодарных клиентов",,,2026-07-15
5962,1390,cosmetics,Косметика и уход,5,"Крем идеально подходит для сухой кожи, не оставляет следов. Текстура очень приятная, мягкая. Спасибо продавцу за быструю доставку. Хорошего вам дня и настроения, благодарных покупателей. 🌹",Ер,,2026-07-15
5963,1390,cosmetics,Косметика и уход,5,,"питательный крем, очень подходит для сухой кожи. Зимой пользуюсь и не только на ночь, но и днем. Косметика хорошо ложится на него, нет жирного блеска",,2026-02-21
5964,1391,cosmetics,Косметика и уход,2,"Не понравился крем Мне очень нравится такой же крем от этого бренда без спф, он хорошо увлажняет и приятен в нанесении Но именно этот крем с спф это что-то с чем-то. Вообще не увлажняет, я бы даже сказала он сушит кожу, если сверху него наносить макияж, то все трескается и выглядит ужасно, сам эффект от спф особо не проверяла Выкинула полную упаковку",,,2026-07-24
5965,1391,cosmetics,Косметика и уход,5,"Очень свежий, приятный запах. Кожа лица и тела остается увлажненой , не обгорает на солнце, удобный небольшой тюбик, который помещается в косметичку, небольшой лифтинг эффект. Рекомендую всем, кто любит качественную косметику.",,,2026-07-22
5966,1392,cosmetics,Косметика и уход,5,"Отличный крем , хорошо питает кожу . Плотный но не жирный . Не вызывает раздражений и высыпаний . Моя кожа склонна к аллергии , на этот крем не было реакции .",,,2026-07-23
5967,1392,cosmetics,Косметика и уход,5,"Честно, долго не могла понять как работает этот крем, но слов нет… Лежала в больнице 2 недели. Кожа в отвратительном состоянии - сухая, неровная, бледного цвета, в каких-то мелких прыщичках. Заказала крем, думаю, попробую, как раз разглажу все заломчики на лице, выровняю тон. Шел 8 дней, что показалось долго. Ожиданий было мало. Искупалась и сразу после душа намазалась. Забыла вообще, что на лице что-то было, потому что не люблю чувство маски или жирности. Вечером подхожу к зеркалу, а кожа сверкает!!! Я тестировала крем неделю и вижу нереальные результаты. А средства то всего капельку наношу. Попробуйте, рабочая вещь!!!✨",,,2026-07-11
5968,1392,cosmetics,Косметика и уход,5,"Крем подойдёт для сухой кожи. Хорошо питает. Понравился. Может для кого-то будет казаться, что он жирноват на лице. Но у меня так было только когда я нанесла, и он быстро впитался.",,,2026-07-07
5969,1393,cosmetics,Косметика и уход,2,"В общем, продукт мне не понравился от слова совсем, по текстуре он похож больше на молочко, чем на крем, мне кажется, что он испорчен, но срок годности вроде как в норме, кожу мне стянул почему-то, после двух минут нанесения кожа как после умывания, стянутая и сухая",,,2026-07-24
5970,1393,cosmetics,Косметика и уход,5,"Брала пару раз уже, и моей чувствительной коже, склонной к воспалениям и высыпаниям, отлично подошел крем. Увлажняет, не закупоривая поры. Пользуюсь с утра и вечером, и, кстати, макияж ложится хорошо после увлажнения кожи этим кремом и без дополнительных средств. Несмотря на маленький объем, расход небольшой. Запах не ярко выражен.",,,2026-07-23
5971,1394,cosmetics,Косметика и уход,2,"Доставка отвратительная, как сильно надо было трясти и пинать банку с кремом, чтобы внутри образовалась каша и погнулась металлическая крышка ?????",Запах,Липкий,2026-07-01
5972,1394,cosmetics,Косметика и уход,5,,"Крем классно мне подошёл, использую как дневной, отлично увлажняет, хорошо быстро впитывается. При нанесении косметики не скатывается. Кожа ухоженная, не чувства стянутости. Мне нравится, буду ещё покупать.",,2026-02-16
5973,1394,cosmetics,Косметика и уход,4,,"Крем хорошо впитывается, имеет приятный запах, кожа после него бархатная. Конечно осадок остался, что прислали совершенно другой крем 🤷‍♀️. Но сама виновата, сразу не обнаружила подмену.",Прислали другой крем 🤷‍♀️,2026-01-07
5974,1394,cosmetics,Косметика и уход,5,,"заказываю 3 раз, оч хорошо увлажняет, максимально приятная текстура, не забивает поры)) у меня проблема с сухостью, буквально кожа отходит, но он оооч хорошо помог увлажнить все такие места",,2025-11-14
5975,1394,cosmetics,Косметика и уход,3,,,"запах не такой , как должен быть (задохнувшийся), хоть по срокам и все в порядке. Текстура не легкая, либо неправильное хранение, либо подделка",2025-10-31
5976,1394,cosmetics,Косметика и уход,5,,прооосто идеал если кожа супер сухая ( как моя) идеально в уелом под макияж и как дневной ночной бомба не первый оаз беру этот крем заказала еще один,,2025-10-26
5977,1395,cosmetics,Косметика и уход,5,Хорошо всё видно на упаковке все написано применение берите не пожалеете,Увлажняющий крем для лица витамина C для тук най кожи любого типа витамина C регулирует выработку Мена уменьшает выражение пигмента пятен и лучше и лучше улучшать цвет лица лёгкая текстура не оставляет липкой плёнки и делает кожу упругой и гладкой и сиящей,,2026-07-04
5978,1395,cosmetics,Косметика и уход,5,,"Я наносила крем в течение нескольких дней, чтобы понять, как он работает, и оставить положительный отзыв. Хочу сказать, что он мне очень подходит(у меня сухая кожа). Крем эффективно увлажняет кожу, быстро впитывается и не оставляет липкого ощущения. Рекомендую👍",,2026-03-17
5979,1396,cosmetics,Косметика и уход,2,,,"Пришел крем, а в нём нет ни инструкции, ни состава на русском языке. Что за ЭХХХ?! Фото делать не буду, смотрите на ВБ там всё показанно.",2026-05-02
5980,1397,cosmetics,Косметика и уход,5,"Крем беру регулярно. Нравится что быстро впитывается, но заметного эффекта от него нет, только лёгкое увлажнение. Беру на лето.","Лёгкий, быстро впитывпется",,2026-04-18
5981,1397,cosmetics,Косметика и уход,2,,,"Крем совсем не как в магазине, более легкий и не плотный. До этого всегда покупала в рив гош, была плотная текстура. Тут что-то не то с ним. Не подошел. Кожа все равно сухая, не напитывает.",2025-10-22
5982,1397,cosmetics,Косметика и уход,1,,"Приятный по текстуре, красивая баночка.","Остаётся ощутимым слоем на коже, при этом кожу стягивает от сухости. Более того, появились прыщи на коже, закупоривает ...",2024-11-17
5983,1397,cosmetics,Косметика и уход,5,"Использовала впервые. Про результат говорит рано, но крем очень приятный в использовании: нежный ненавязчивый аромат, лёгкая, однородная консистенция. Подошёл к коже (я аллергик)",,,2024-05-02
5984,1398,cosmetics,Косметика и уход,5,Советую к покупке. Крем хорошо ложится на чистое личико и разравнивает мелкие морщинки.,"Хорошо впитывается, нет жирного блеска.",Всё так,2026-05-02
5985,1398,cosmetics,Косметика и уход,5,"43+ кожа смешанная. Крем отлично работает, мелкие морщинки моментально разглаживает, кожа напитанная, мягкая. Крем имеет прекрасный, приятный аромат, белый молочный оттенок и быстро впитывается. Намного реже, да что говорить, вообще почти ничего не вскакивает на лице, раньше переодически прыщики появлялись, теперь кожа чистая. Пользуюсь этой маркой уже 6 месяцев, довольна.","Спасибо! Оригинал. Качество, эффект, то что нужно.!!! Был опыт покупки подделки у другого продавца, там запах бледный и кислый, цвет желтее и ноль эффекта. Теперь буду брать только у вас!",,2026-04-29
5986,1399,cosmetics,Косметика и уход,3,"В целом, наверное его можно брать, если кожа скорее сухая, нежели нормальная",Действительно не раздражает кожу.,"Не знаю, особенности ли это моей кожи или нет, но крем вызвал комедон на щеке, где у меня их никогда не было, при этом шелушения как были, так и остались.",2026-03-10
5987,1400,cosmetics,Косметика и уход,5,"Отличная текстура и легкая приятная отдушка. У меня очень сухая хожа в Т-зоне, крем справился за пару дней, наношу утром и на ночь. Кожа улажненная и мягкая! Еще пользовалась из этой серии розовым, у того текстура жирнее, хорошо питает, его использую редко, если морозы. Вообще очень полюбила эту марку косметики 🫶🏻",Очень хороший бюджетный крем!,Нет,2025-01-24
5988,1401,cosmetics,Косметика и уход,3,"За такую цену было подозрительно брать,думаю не оригинал,вот и результат",Крем имеет схожести с оригиналом,"он как будто разбавлен,ориганала хватала месяца на 3-4,а этого хватило на месяц,не такой жирный,быстро высыхает и хуже увлажняет",2026-05-05
5989,1401,cosmetics,Косметика и уход,1,"Продавец возврат отклонил. Мало того, что выслали не то, теперь и отвечать за это не хотят. Хуже продавца не видела.",,,2026-04-06
5990,1401,cosmetics,Косметика и уход,1,"Забирал другой человек, прислали не тот товар! Мне этот крем не нужен вообще, 630₽ в помойку!",,Прислали не тот товар!,2026-04-04
5991,1401,cosmetics,Косметика и уход,5,,"Крем очень хороший , заказала в комплекте с ним сыворотку для лица с витамином с и комплексом пептидов 4%, но оказывается их нельзя вместе использовать , очень не хватает таблицы и рекомендаций по использованию , которые получаешь при получении продукции .",,2026-04-04
5992,1401,cosmetics,Косметика и уход,4,"Если б я не пользовалась основой под макияж и бб-кремом, то всё ок. Но в итоге придётся заказать другой крем, а этот использую просто для зоны декольте.",+ кожа и правда упругая!,"Наносится по ощущениям как некоторые сам... Нет, впитывается он полностью, но по началу размазывается не сразу и приходится прихлапывать. Основа торирующая для макияжа скатывается на этом креме и приходится катышки по всему лицу салфеткой смахивать. Ещё - заказа нет совсем, хотя для кого-то это даже большой плюс, а мне хотелось чтоб он цитрусовыми пах. Но это не беда.",2026-01-26
5993,1401,cosmetics,Косметика и уход,5,"Крем очень хорош! Главное не переборщить, на лето и комбинированную кожу хватает одного нажатия, чтобы не было жирности. Флакон удобный и качественный",,,2023-06-26
5994,1402,cosmetics,Косметика и уход,5,"У крема хороший срок годности, пломба не нарушена. Заказ был через Еаптеку, пришел очень быстро в ближайшую аптеку, буквально на следующий день",,,2025-12-04
5995,1403,cosmetics,Косметика и уход,5,"Я вначале испугалась, когда выдавливала и там ничего не выдавливалось. Но, после несколько раз получилось. Я пока не использовала на улице, и я надеюсь спф не разочарует. Насчёт внешности спф, я просто восторге, она очень красивая, и приятная на ощупь",,,2026-07-24
5996,1404,cosmetics,Косметика и уход,5,"Запах невероятный, крем понравился ,для комбинированной кожи мне подошёл, не сушит и не жирнит., впитывается хорошо, нет липкой пленки на лице. Покупала уже с алое и этот с облепихой, оба 👍. Сроки свежие. Спасибо буду покупать.",,,2026-07-23
5997,1404,cosmetics,Косметика и уход,5,", крем хороший впитывается не липкий жирного блеска не оставляет упакон просто в целлофанку доставили очень быстро большое спасибо рекомендую",,,2026-07-22
5998,1405,cosmetics,Косметика и уход,2,"Фото карточки товара несоответствует тому, что я заказывала, запах тоже отличается и даже очень.Получилось так , что заказ забирала не сама, а увидев только крышку- уже даже бы и не стала выкупать.Учитывая то, что постоянно беру этот крем ( впервые такой попался) - ПОЛНОЕ РАЗОЧАРОВАНИЕ((((больше у Вас не закажу.",,,2026-07-20
5999,1405,cosmetics,Косметика и уход,3,"Крем пришёл без плёнки, коробка деформирована. Дизайн баночки иной, чем раньше(или не оригинальный). Текстура плотнее, жирнее. Разница сразу видна, т. к оригиналом пользуюсь долгие годы. Делаем выводы. Аромат приятный.",,,2026-07-10
6000,1405,cosmetics,Косметика и уход,1,"Заказа для подарка, ну как такое дарить?!!!",,"Коробка мятая, плёнки вообще не было, вот и думай, что там, крем или нет!!!",2026-03-02
6001,1405,cosmetics,Косметика и уход,4,,,"Коробка была помята. Видно , что коробочку открывали. Пломбировка банки не сорвана. Заводской пленки на коробочке (естественно) уже не было . Не приятно, когда до тебя кто то лазил, учитывая , что покупалось в подарок…",2025-12-20
6002,1405,cosmetics,Косметика и уход,5,"Свежий крем, срок до 01/28. Упаковка в коробку. Защита первого вскрытия, без фольги. Наполнен будто наполовину, но на крышке тоже много крема). Запах сладко травяной, но ближе сладко косметический, не резкий, не надоедливый . Цвет плотно белый, как школьная замазка. Но при этом не жирный, не тяжёлый. Наносится легко, финиш лёгкий, не липкий, нет ощущения маски и жира на лице. Не блестит, не липнет. Советую, классный крем на зиму , будет хорошо для комбинированной кожи.",,,2025-12-14
6003,1406,cosmetics,Косметика и уход,5,"Приятный крем, беру во второй раз. В поездке нравится пользоваться именно в тюбике кремом. Хорошо увлажняет кожу, легкий. Для лета очень подходит",,,2026-07-10
6004,1406,cosmetics,Косметика и уход,4,,,"Второй раз беру этот крем, но первый раз у другого селлера понравился больше, у этого оказалась слишком плотная текстура.. Не знаю, какой из двух оригинал, но лично мне больше нравятся легкие текстуры, как у того крема",2025-06-27
6005,1406,cosmetics,Косметика и уход,5,,"Нормальный крем, средней плотности. У меня сухая кожа, на лето взяла попробовать этот крем. Но зимой мне его будет недостаточно по увлажнение, конечно.",,2025-06-14
6006,1407,cosmetics,Косметика и уход,5,"Отдельно хочу отметить упаковку — стильный стеклянный флакон с удобным дозатором-пипеткой позволяет расходовать средство очень экономно. Одной капли хватает на все лицо. Для меня этот продукт стал идеальным балансом между декоративной косметикой и уходом. Если вы ищете стойкий, но при этом легкий тональный крем, который будет незаметно ухаживать за кожей и дарить ей естественное сияние — настоятельно рекомендую присмотреться к нему",,,2026-07-23
6007,1407,cosmetics,Косметика и уход,5,"Хорошо ложится , и летом с ним комфортно в течении всего дня , матовый без лишнего блеска отличный тональный крем перекрывает недостатки кожи . супер 👍 рекомендую всем 💯❤️",,,2026-07-22
6008,1408,cosmetics,Косметика и уход,5,Спасибо огромное 🌹 рекомендую 👍,"Отличный крем для сухой кожи, мне нравится только он. Жаль, что пропал в магазинах 😔 Пользуюсь им постоянно, буду заказывать ещё 👍👍👍",,2026-04-22
6009,1408,cosmetics,Косметика и уход,5,Пользуюсь этим кремом не первый год. Рекомендовал косметолог. Из дешëвых лучший для сухой и не сильно возрастной (50) кожи. Ночной. Зимой на мороз.,,,2026-04-22
6010,1408,cosmetics,Косметика и уход,5,,"Купила по советам женщин в возрасте , хотя самой не так много лет, но очень понравился эффект, кожа какая-то сияющая ,гладкая,а мелкие морщинки разглаживаются. Надеюсь , появится опять в продаже,хотела бы заказать своей маме.",,2025-12-17
6011,1408,cosmetics,Косметика и уход,5,,"Удивил. При нанесении показался очень тяжелым,как все крема фабрики Свобода. Даже жирноватым. Буквально через минуту крем впитался. Читала отзывы в инете об этом креме, сплошь положительные. Посмотрим,что будет с кожей завтра. Будут ли отеки. Отзыв дополню.",,2025-12-05
6012,1408,cosmetics,Косметика и уход,5,"Крем с хорошим сроком годности, на тубе пломба. Об эффективности и качестве пока ничего сказать не могу, ещё не пользовалась. Возможно, потом дополню отзыв. Очень порадовала быстрая доставка через Е-аптеку, буквально на следующий день заказ был в ближайшей аптеке, откуда я его и забрала",,,2025-12-04
6013,1409,cosmetics,Косметика и уход,3,"Всё неплохо, но упаковка отвратительная. Нет дополнительной упаковки, только заводская коробка, которая после транспортировки превратилась в невесть знает что: грязная, помятая, с кучей наклеек. Такой товар не приятно брать в руки. Крем не самого душевого сегмента и упаковку хочется получить соответствующую. За это минус 2 звезды! ⭐️ Очень надеюсь, сам крем не подделка.",,,2026-07-18
6014,1409,cosmetics,Косметика и уход,4,,"Сам крем замечательный, кожу увлажняет хорошо, Но снимаю звезду за упаковку, защитная пленка на креме была снята и просто положена на баночку.",,2026-06-10
6015,1410,cosmetics,Косметика и уход,5,"Отличный крем, покупаю не в первый раз. Не скатывается, не растекается, хорошо перекрывает без эффекта маски. Кожа выглядит естественной, увлажненной, с ровным тоном.",,,2026-07-22
6016,1411,cosmetics,Косметика и уход,5,"Поскольку продукт натуральный у него специфичный запах травы из детства, мы эту траву называли «пестречинка», у меня аромат с ней ассоциируются, в общем запах есть, но он не ужасный","Крем действительно работает, кожа увлажненная, но при этом не остается липкости после нанесения",,2026-03-26
6017,1411,cosmetics,Косметика и уход,4,"У меня чувствительная кожа. Во время зимы впервые увидела такую ужасную реакцию кожи. Решила попробовать данный крем. В принципе, не плохой, если у вас не прям уж сильные проблемы с кожей. К покупке советую, думаю, ещё буду заказывать.","Не плохой крем, но есть минусы","Кожа после нанесения приятная, но шелушение не убирает. У меня проблемные зоны были нос и лоб, лоб в порядке, но вот нос стал не сильно лучше. Запах на любителя, в принципе, не сильно острый, но если вам не нравятся такие ароматы, будет тяжеловато",2026-03-13
6018,1411,cosmetics,Косметика и уход,3,,,"не ожидала, что у крема настолько ужасный ядреный запах. не смогу наверно им пользоваться, мне плохо станет от этой вони. а в отзывах еще пишут, что ""запах приятный"", это че за подстава?",2026-02-26
6019,1412,cosmetics,Косметика и уход,5,"Я поражаюсь с отзывов ниже. Люди, вы из 2007го? Флакон ВАКУУМНЫЙ, там не должно быть трубочки. Нужно нажать на дозатор 20-30 раз непрерывно и крем начнёт подаваться дозатором. Капельки крема небольшие, удобно. Не полчайной ложки. САЛИЦИЛОВАЯ кислота в составе ЕСТЬ. Ну вы его хоть читайте. Флакон НЕ ПОЛУПУСТОЙ. Он на 50 мл, а крема в него налили 30 мл, как заявлено.",,,2026-07-17
6020,1412,cosmetics,Косметика и уход,5,Отличный крем. Приятный аромат. Хорошо впитывается. P.S люди которые пишу про трубочку— там не должно быть ни какой трубочки (в этом флакончике вакуумная система).,,,2026-07-13
6021,1412,cosmetics,Косметика и уход,1,,"Пришел целый, пахнет хорошо, в деле ещё не пробовали.","Отсутствует палочка в дозаторе, и судя по комментариям не мне одной пришел бракованный. Но видимо продавец на это не обращает внимание.",2026-07-07
6022,1412,cosmetics,Косметика и уход,2,"качество самой сыворотки ещё не знаем,надеемся что хотя бы она будет нормальная",пришла в целом состоянии,"плохой запах,упаковка заполнена на половину",2026-06-26
6023,1412,cosmetics,Косметика и уход,4,,"Больше всего в шоке от девушек которые не могут различить дозаторы, этот конкретно вакуумный 🤡",Запах не очень какого то дешевого крема,2026-06-13
6024,1412,cosmetics,Косметика и уход,5,Очень прикольная сыворотка,"Здравствуйте, все понравилась он хорошая сыворотка . Не чего не разбито пришло целое . Понравилось спасибо большое",Не достатка нету,2026-06-03
6025,1412,cosmetics,Косметика и уход,1,,"Вкусно пахнет, как он на деле будет ещё незнаю","Из минусов Во-первых он пришёл бракованный,дозатор не работает так как у него отсутствует палочка . И по комментариям смотрю много кому приходят бракованые и не целые по объему. "" Продавец"" вы я не понимаю совсем не читаете отзывы что люди пишут что вы отправляете свой товар в ненадлежащем виде ? Вы хоть научитесь для начала перед отправкой проверять его чтобы он был не бракованный 🤦 За это ставлю только 1⭐",2026-05-29
6026,1412,cosmetics,Косметика и уход,5,,"Беру уже второй раз, сыворотка очень легкая, наносится удобно. Кожа мягкая, ухоженная, чистая Один недостаток - крышка очень хрупкая трескается очень легко даже когда просто закрываешь флакон и прям кусочки пластика отваливаются🤷‍♀️ но на качество продукции это не влияет",,2026-05-22
6027,1412,cosmetics,Косметика и уход,5,"Сама сыворотка понравилась, но трубочки внутри не было. Пришлось из 2-х заказанных флаконов переливать в другой, с дозатором. Вот и думай, заказывать ли ещё, или снова брак будет.",,,2026-05-15
6028,1413,cosmetics,Косметика и уход,5,,"Просто с восторге от этого крема. Никакие дорогие не сравнятся. И для меня это лучший из невской косметики. Отлично ложится на тонер и сыворотку,, не скатывается под SPF и макияжем. Хорошо увлажняет",,2026-07-20
6029,1413,cosmetics,Косметика и уход,4,"Решила попробовать этот крем первый раз. Больше заказывать не буду. Сам крем, возможно, не плохой для своей ценовой категории. Но доставка ужас. Коробка настолько мятая, будто две пары ног по ней топтались.",,,2026-07-13
6030,1414,cosmetics,Косметика и уход,5,"Очень мягкая и лёгкая текстура,подсушивает за счёт салицила,эффект чувствуется сразу.высыхает быстро.мне понравилось.думаю, нужно попробовать пользоваться постоянно.Читайте внимательно состав,подходят ли вам компоненты.а так все супер!",,,2026-07-24
6031,1414,cosmetics,Косметика и уход,5,"приятная текстура, но после нанесения есть некоторая липкость. От прыщей меня пока не избавил ( пользуюсь 3 дня), но улучшился тон кожи",,,2026-07-24
6032,1414,cosmetics,Косметика и уход,5,,"Уже пользовалась данным продуктом, заказываю ещё раз. Конечно полностью убрать прыщ он не в силах, но снять воспаление, покраснение, немного подсушить - это на ура.",,2026-07-24
6033,1414,cosmetics,Косметика и уход,5,"крем очень хорошо осветляет постакне и не дает появиться новым высыпаниям, лучше всего наносить на ночь, или точечно наносить днем под макияж",,,2026-07-24
6034,1414,cosmetics,Косметика и уход,5,"Мне очень помог, после 3 дней ( наносила только 1 раз на ночь) прошли высыпания . Я прям в приятном шоке",,,2026-07-23
6035,1414,cosmetics,Косметика и уход,5,"Добрый вечер ! Крем гель , хорошо упакован , запах приятный , при нанесении на лицо ощущается легкий приятный холодок! Мне понравился -нанесла гель на прыщик на ночь ,утром он был менее заметен! Буду пользоваться! Вроде рабочий!Спасибо!🤗",,,2026-07-23
6036,1415,cosmetics,Косметика и уход,5,"Крем очень хороший. Быстро впитывается, не липнет и имеет легкую текстуру(для летнего периода самое то). Увлажняет и выравнивает рельеф кожи. Подходит как для повседневного нанесения так и под макияж. Дозатор удобный, сроки годности в порядке. Рекомендую",,,2026-07-24
6037,1415,cosmetics,Косметика и уход,5,"Классный крем. Идеально подошёл комби коже, лёгкий, не перекрывает поры и кожа дышит. Кожа после крема мягкаяи гладкая. Подходит как увлажняющая основа под макияж 💋","Текстура крема, эффект",Нет,2026-07-24
6038,1415,cosmetics,Косметика и уход,5,"Моей коже подошел идеально. Текстура очень нежная,впитывается буквально за минуту, а увлажнение ощущаю до самого вечера. Даже иногда как базу под макияж использую. Флакон с дозатором - тоже плюс, удобно и гигиенично.",,,2026-07-23
6039,1415,cosmetics,Косметика и уход,5,"Очень лёгкий крем, супер быстро впитывается , увлажняет и не оставляет липкости, идеально для лета, тк он вообще не жирный",,,2026-07-20
6040,1415,cosmetics,Косметика и уход,5,"Крем шикарно увлажняет, хорошо впитывается, не жирнит кожу Нежная текстура и приятный аромат дорогой косметики Очень понравился, даже флакончик солидно выглядит 👍",,,2026-07-20
6041,1415,cosmetics,Косметика и уход,1,"Что стало с кремом?Жидкий как вода?ужасный. Брала вашу первую партию - год назад, был замечательный крем. Взяла,думала такой же. А он и рядом не стоит",,,2026-07-15
6042,1416,cosmetics,Косметика и уход,2,"Крем пришёл просто баночка в заводской коробочке. И всё. Сверху налеплен стикер WB. Ни какой дополнительной упаковки не было. Ни коробки,ни хотя бы пакетика. Вообще ничего. Задала этот вопрос продавцу,но он не опубликовал,аргументируя,что я нарушаю права. Правда я не поняла,чьи и каким образом. Поэтому возникли сомнения в подлинности товара и подлинности продавца.",,,2025-12-09
6043,1416,cosmetics,Косметика и уход,5,"Моей подруге этот крем очень нравиться,я у неё попробовала нанесла на лицо и увы ,мне он не подошёл было покраснение на лице и к сожалению пришлось отказаться....извините.",,,2025-11-19
